公开号,名称,关系
CN116560294A,山东冰轮海卓氢能技术研究院有限公司,申请
CN116560294A,冰轮环境技术股份有限公司,申请
CN116378671A,广西公路检测有限公司,申请
CN117079014A,西南交通大学,申请
CN219139113U,万泰（苏州）环境科技有限公司,申请
CN117412442A,四川九通智路科技有限公司,申请
CN117077027A,西南交通大学,申请
CN117145485A,中交第三航务工程局有限公司,申请
CN117113484A,中铁十二局集团有限公司,申请
CN117113484A,中国国家铁路集团有限公司,申请
CN117113484A,深圳大学,申请
CN117113484A,山东大学,申请
CN117576921A,浙江交投高速公路运营管理有限公司,申请
CN117576921A,浙江省交通运输科学研究院,申请
CN117377167A,浙江工业大学,申请
CN117377167A,浙大城市学院,申请
CN307589117S,深圳大器时代科技有限公司,申请
CN116100528A,成都圭目机器人有限公司,申请
CN117091961A,西南交通大学,申请
CN217462634U,成都云微交通科技有限公司,申请
CN117231308A,中煤隧道工程有限公司,申请
CN218514561U,中科芯集成电路有限公司,申请
CN116071882A,深圳曦华科技有限公司,申请
CN116597650A,江苏天安智联科技股份有限公司,申请
CN116983565A,北京科技大学,申请
CN116983565A,中国铁道科学研究院集团有限公司节能环保劳卫研究所,申请
CN116983565A,中国国家铁路集团有限公司,申请
CN116983565A,中国铁道科学研究院集团有限公司,申请
CN116559514A,国家电网有限公司,申请
CN116559514A,中国电力科学研究院有限公司,申请
CN116559514A,国网四川省电力公司,申请
CN218180849U,中国科学院武汉岩土力学研究所,申请
CN218180849U,中国人民解放军火箭军工程设计研究院,申请
CN116596218A,南方电网电力科技股份有限公司,申请
CN117231296A,中铁一局集团第三工程有限公司,申请
CN117231296A,陕西铁路工程职业技术学院,申请
CN116846633A,国网山东省电力公司济宁供电公司,申请
CN219700935U,谢建国,申请
CN117367763A,西南交通大学,申请
CN117367763A,中铁十四局集团大盾构工程有限公司,申请
CN117668731A,南京智城科技有限公司,申请
CN116220713A,华中科技大学,申请
CN116858098A,南京派光智慧感知信息技术有限公司,申请
CN116858098A,中国铁路经济规划研究院有限公司,申请
CN116525144A,上海医加医科技有限公司,申请
CN117530400A,四川憨憨豆匠食品有限公司,申请
CN115211163A,北京小米移动软件有限公司,申请
CN117427898A,深圳升华智选科技有限公司,申请
CN117722373A,南京东创节能技术有限公司,申请
CN217658560U,浙江锐诚科技有限公司,申请
CN219255586U,旭能（深圳）建设有限公司,申请
CN218148049U,云南省公路科学技术研究院,申请
CN117422678A,上海市建筑科学研究院有限公司,申请
CN116767788A,中铁工程装备集团有限公司,申请
CN117325909A,西南交通大学,申请
CN117205474A,成都川越消防工程有限公司,申请
CN219421122U,中津沛科建设股份有限公司,申请
CN307610579S,浙江星宗新能源科技有限公司,申请
CN217706579U,威海双丰韩柏温度智能控制股份有限公司,申请
CN117494267A,中国铁建大桥工程局集团有限公司,申请
CN117494267A,中铁建大桥工程局集团第三工程有限公司,申请
CN117494267A,武汉科技大学,申请
CN117421803A,成都理工大学,申请
CN219953365U,中铁第四勘察设计院集团有限公司,申请
CN116733514A,中煤科工集团重庆研究院有限公司,申请
CN218862624U,保利长大工程有限公司,申请
CN219957371U,哈工（青岛）交通智能装备科技有限公司,申请
CN116468939A,同济大学,申请
CN116468939A,浙江杭温铁路有限公司,申请
WO2018214518A1,UNIV SHANDONG,申请
WO2017197971A1,PENG BO,申请
CN219218026U,河源市耕耘天下农业发展有限公司,申请
CN116049444A,中铁第四勘察设计院集团有限公司,申请
CN219149109U,上海瑞泰消防设备制造有限公司,申请
CN117027830A,中铁十八局集团第二工程有限公司,申请
CN117027830A,西南石油大学,申请
CN116624225A,同济大学,申请
CN117037593A,山东大学,申请
CN117347158A,湖南亚星检测技术有限公司,申请
CN117593488A,中国科学院武汉岩土力学研究所,申请
CN117593488A,华能澜沧江水电股份有限公司,申请
CN117689829A,广东利通科技投资有限公司,申请
CN117494280A,山东省路桥集团有限公司,申请
CN117494280A,西安建筑科技大学,申请
CN117494280A,山东高速建设管理集团有限公司,申请
CN116208662A,广州炫视智能科技有限公司,申请
CN218991619U,陕西建工机械施工集团设备租赁有限公司,申请
CN115788591A,山东大学,申请
CN116317156A,深圳市深鹏达电网科技有限公司,申请
CN117552826A,山东正晨科技股份有限公司,申请
CN117573856A,中国科学技术大学,申请
CN117516471A,中交路桥建设有限公司,申请
CN117516471A,中交路桥南方工程有限公司,申请
CN219530735U,丽水连兴智能设备有限公司,申请
CN218416720U,广东建科节能环保科技有限公司,申请
CN218416720U,广东省建筑科学研究院集团股份有限公司,申请
CN116353285A,华南理工大学,申请
CN117482455A,绵阳市中心医院,申请
CN117482455A,西南科技大学,申请
CN117793308A,天津七一二移动通信有限公司,申请
CN117733714A,洛阳中铁强力机械有限公司,申请
CN218850175U,珠海市深瑞智联科技有限公司,申请
WO2018205264A1,NATIONAL ENGINEERING TECH RESEARCH CENTER FOR PRESERVATION OF AGRICULTURAL PRODUCTS,申请
WO2018205264A1,CHENGDU XINFAN FOOD CO LTD,申请
WO2018205264A1,UNIV XIHUA,申请
WO2015131661A1,LIU JIAN,申请
CN217613753U,中铁广州工程局集团有限公司,申请
CN217613753U,中铁广州工程局集团第三工程有限公司,申请
CN117333033A,中铁投资集团有限公司,申请
CN117333033A,中铁三局集团有限公司,申请
CN117333033A,中铁三局集团第四工程有限公司,申请
CN116156518A,太原科技大学,申请
CN116823530A,中国铁建昆仑投资集团有限公司,申请
CN116823530A,西安建筑科技大学,申请
CN116428011A,成都零一通途科技有限公司,申请
CN116132193A,胡睿,申请
CN219066381U,广州市爱特思电子科技有限公司,申请
CN116090628A,四川川交路桥有限责任公司,申请
CN116090628A,天津大学,申请
CN116935661A,江苏润扬大桥发展有限责任公司,申请
CN218902505U,无锡牧宇自动化科技有限公司,申请
CN116562022A,成都两江鼓风机有限公司,申请
CN116562022A,西南交通大学,申请
CN116562022A,成都金隧自动化工程有限责任公司,申请
CN218861388U,窦冰,申请
CN219437199U,广州市北二环交通科技有限公司,申请
CN217300598U,山东龙泰节能技术有限责任公司,申请
CN117128025A,西南交通大学,申请
CN116597193A,山东大学,申请
CN117662191A,中铁十九局集团有限公司,申请
CN117662191A,中铁十九局集团轨道交通工程有限公司,申请
CN117662191A,辽宁工程技术大学,申请
CN116518945A,武汉市勘察设计有限公司,申请
CN116227007A,中国铁路经济规划研究院有限公司,申请
CN117345249A,中国矿业大学（北京）,申请
CN116298186A,西南交通大学,申请
CN117514250A,安徽理工大学,申请
CN218293654U,四川省交通建设集团股份有限公司,申请
CN218293654U,四川交建城投建设有限公司,申请
CN219225623U,北京朗威达科技发展有限公司,申请
CN116562433A,武汉大学,申请
CN116741366A,上海医加医科技有限公司,申请
CN217153986U,中铁第六勘察设计院集团有限公司,申请
CN116681653A,中国铁道科学研究院集团有限公司,申请
CN116681653A,中国铁道科学研究院集团有限公司标准计量研究所,申请
CN307763286S,北京金坤科创技术有限公司,申请
CN219238332U,四川尚扬机电设备有限公司,申请
CN219238332U,中国水利水电第七工程局有限公司,申请
CN116366334A,安博科技有限公司,申请
CN116771657A,中国建筑第七工程局有限公司,申请
CN116771657A,中建七局交通建设有限公司,申请
WO2023029622A1,SHANG HAI AICAN ROBOT GROUP CO LTD,申请
CN116012336A,中国地质大学（北京）,申请
WO2018058275A1,SHENZHEN ZHILE TECH LTD CO,申请
CN116658239A,中铁十二局集团有限公司,申请
CN116658239A,中铁十二局集团第二工程有限公司,申请
CN117738674A,中铁二十局集团第三工程有限公司,申请
CN117152342A,中铁十一局集团有限公司,申请
CN117218055A,河海大学,申请
CN117218055A,南京九维正时智慧城市信息科技有限公司,申请
CN116644954A,三峡高科信息技术有限责任公司,申请
CN116644954A,长电新能有限责任公司,申请
CN308434665S,安徽数智建造研究院有限公司,申请
CN117494737A,南方电网数字电网研究院有限公司,申请
CN219670011U,浙江数智交院科技股份有限公司,申请
CN117729314A,深圳市金瑞铭科技有限公司,申请
CN117082065A,中国人民解放军军事科学院系统工程研究院,申请
CN116696455A,中交一公局第四工程有限公司,申请
CN116696455A,中交一公局集团有限公司,申请
CN116538875A,中核二十五建设有限公司,申请
CN117345267A,中铁十九局集团第六工程有限公司,申请
CN117345267A,淮阴工学院,申请
CN117082551A,上海微小卫星工程中心,申请
CN117082551A,中国科学院微小卫星创新研究院,申请
CN117787554A,中国建筑土木建设有限公司,申请
CN116652902A,上海同岩土木工程科技股份有限公司,申请
CN117685016A,石家庄铁道大学,申请
CN117685016A,中铁十五局集团有限公司,申请
CN117634308A,广州市盾建建设有限公司,申请
CN116663131A,中国电建集团贵阳勘测设计研究院有限公司,申请
CN307448531S,北京瓦特曼智能科技有限公司,申请
CN116696824A,重庆大学,申请
CN218844327U,中铁工程服务有限公司,申请
CN116792148A,中交（长沙）建设有限公司,申请
CN116792148A,中交第二航务工程局有限公司,申请
CN117440553A,上海舒谦智能技术有限公司,申请
CN218211496U,中交资产管理有限公司,申请
CN117662007A,中国能源建设集团江苏省电力设计院有限公司,申请
CN117197205A,中国科学院大学,申请
CN117699830A,江西协成锂业有限公司,申请
CN117196041A,水利部水利水电规划设计总院,申请
CN116644342A,中国国家铁路集团有限公司,申请
CN116644342A,中铁二院工程集团有限责任公司,申请
CN116644342A,成都理工大学,申请
CN116738530A,武汉理工大学,申请
CN116627046A,沈阳图腾文化发展有限公司,申请
CN117711190A,北京卓视智通科技有限责任公司,申请
CN117238131A,中国民航大学,申请
CN307453857S,北京瓦特曼智能科技有限公司,申请
CN117082688A,山东高速信息集团有限公司,申请
CN117082688A,山东正晨科技股份有限公司,申请
WO2014079330A1,UNIV GUANGDONG OCEAN,申请
CN116846468A,国家电网有限公司,申请
CN116846468A,国网河北省电力有限公司邯郸供电分公司,申请
CN217501692U,同济大学,申请
CN217501692U,上海青济新材料发展有限公司,申请
CN117300597A,大连理工大学,申请
CN117300597A,中铁十四局集团有限公司,申请
CN117300597A,中铁十四局集团大盾构工程有限公司,申请
CN116819997A,山东高速济潍高速公路有限公司,申请
CN116819997A,山东省交通规划设计院集团有限公司,申请
CN116819997A,山东高速基础设施建设有限公司,申请
CN117371098A,洛阳市规划建筑设计研究院有限公司,申请
WO2014101825A1,FANG KEFENG,申请
CN116630747A,中国矿业大学（北京）,申请
CN117685041A,招商局重庆交通科研设计院有限公司,申请
CN116291519A,上海城建隧道装备有限公司,申请
CN116291519A,上海隧道工程有限公司,申请
CN117176742A,中山大学,申请
CN218301484U,广州珠江黄埔大桥建设有限公司,申请
CN218301484U,广州用能互联网有限公司,申请
CN117211858A,广州地铁集团有限公司,申请
CN117211858A,中交隧道工程局有限公司,申请
CN117211858A,广州地铁建设管理有限公司,申请
CN117070157A,福建友谊胶粘带集团有限公司,申请
CN116468428A,贵州中南交通科技有限公司,申请
CN116436755A,新华三技术有限公司,申请
CN116696400A,中铁隧道局集团有限公司,申请
CN116696400A,盾构及掘进技术国家重点实验室,申请
CN116403544A,北斗星通智联科技有限责任公司,申请
CN116556251A,天津海威斯特高压泵制造有限公司,申请
CN116406054A,山东省交通规划设计院集团有限公司,申请
CN116341957A,交通运输部公路科学研究所,申请
CN117037323A,江西交通职业技术学院,申请
CN116933631A,中国地质大学（武汉）,申请
CN116933631A,核工业南京建设集团有限公司,申请
CN117027817A,中铁十一局集团有限公司,申请
CN117027817A,中铁四院集团南宁勘察设计院有限公司,申请
CN117627053A,浙江交工集团股份有限公司,申请
CN117627053A,浙江交通资源投资集团有限公司,申请
CN308429506S,重庆长安汽车股份有限公司,申请
WO2019000677A1,UNIV SHANDONG,申请
CN117145547A,中铁十五局集团城市轨道交通工程有限公司,申请
CN117145547A,同济大学,申请
CN117145547A,中铁十五局集团有限公司,申请
CN117365546A,中国十七冶集团有限公司,申请
CN116771374A,湖南大学,申请
CN117346741A,中南大学,申请
CN117346741A,中铁电气化局集团有限公司,申请
CN117346741A,京昆高速铁路西昆有限公司,申请
CN219197238U,中铁电气化局集团第一工程有限公司,申请
CN219197238U,中铁电气化局集团有限公司,申请
CN117110993A,中铁十一局集团有限公司,申请
CN117110993A,广东省高速公路有限公司,申请
CN117110993A,中铁十一局集团第四工程有限公司,申请
CN117027836A,中铁隧道局集团有限公司,申请
CN117027836A,盾构及掘进技术国家重点实验室,申请
CN116817221A,青海智汇交通一卡通信息技术有限公司,申请
CN116750053A,成都交控轨道科技有限公司,申请
CN219359484U,河南鑫合物联科技有限公司,申请
WO2010139167A1,SHAN QIANG,申请
WO2010139167A1,SHENZHEN THINKTANK COMP SYSTEM CO LTD,申请
WO2010139167A1,HE WEN,申请
CN117094056A,华南理工大学,申请
CN117627727A,国网辽宁省电力有限公司沈阳供电公司,申请
CN116306245A,同济大学,申请
CN117147169A,罗伯特·博世有限公司,申请
CN115977716A,南京昕翔交通设施工程有限公司,申请
CN117579775A,青岛峻海物联科技有限公司,申请
CN220545173U,云南省交通科学研究院有限公司,申请
CN117685001A,盾构及掘进技术国家重点实验室,申请
CN117685001A,浙江大学,申请
CN116342059A,吉林省瑞凯科技股份有限公司,申请
CN117405046A,中铁隧道局集团有限公司,申请
CN117405046A,浙江衢丽铁路有限公司,申请
CN117405046A,浙江科技学院,申请
CN117405046A,中国铁路上海局集团有限公司杭州铁路枢纽工程建设指挥部,申请
CN117763695A,中国国家铁路集团有限公司,申请
CN117763695A,西南交通大学,申请
CN116663762A,山东省物化探勘查院,申请
CN219455733U,西南交通大学,申请
CN116308000A,中央军委后勤保障部信息中心,申请
CN117495770A,山东省工业技术研究院,申请
CN117495770A,山东大学,申请
CN219932179U,四川华麟盛建设工程有限公司,申请
CN219932179U,四川交投设计咨询研究院有限责任公司,申请
CN219932179U,四川省交通建设集团有限责任公司,申请
CN219932179U,四川交建城投建设有限公司,申请
CN116644917A,重庆中环建设有限公司,申请
CN117627678A,中国建筑第七工程局有限公司,申请
CN219893454U,贵州新思维科技有限责任公司,申请
CN116319781A,山西交通控股集团有限公司吕梁北高速公路分公司,申请
WO2023179728A1,VIVO MOBILE COMMUNICATION CO LTD,申请
CN116744317A,北京博瑞翔伦科技发展有限公司,申请
CN117189236A,中交路桥建设有限公司,申请
CN117189236A,北京交通大学,申请
CN116094805A,杭州水务数智科技股份有限公司,申请
CN117292558A,广东利通科技投资有限公司,申请
CN117201134A,交通运输部公路科学研究所,申请
CN116782478A,安徽交控工程集团有限公司,申请
CN116206445A,青岛交通科技信息有限公司,申请
CN117160816A,东莞市欣美电子材料有限公司,申请
CN117791464A,中国南方电网有限责任公司超高压输电公司贵阳局,申请
CN116641729A,中交第二公路工程局有限公司,申请
CN117268350A,广东省核工业地质局测绘院,申请
CN117373243A,招商局重庆交通科研设计院有限公司,申请
CN116299526A,合肥工业大学,申请
CN117027917A,中交一公局厦门工程有限公司,申请
CN117446691A,新疆大学,申请
CN116085029A,河南鸣宇电力科技有限公司,申请
CN116466366A,大连交通大学,申请
CN117173086A,中国铁道科学研究院集团有限公司,申请
CN117173086A,西南交通大学,申请
CN117173086A,北京经纬信息技术有限公司,申请
CN117173086A,中国铁道科学研究院集团有限公司电子计算技术研究所,申请
CN307762400S,广州万玺科技有限公司,申请
CN116166130A,深圳市鸿欣宇电子科技有限公司,申请
CN116588034A,岚图汽车科技有限公司,申请
CN117432453A,中南大学,申请
CN116704793A,重庆大学,申请
CN116798191A,西安恒泰永畅交通科技有限公司,申请
CN116798191A,陕西百宁工程有限公司,申请
CN116627077A,厦门兴南洋信息技术有限公司,申请
CN219800011U,中铁科学研究院有限公司,申请
CN219800011U,四川铁科建设监理有限公司,申请
CN218728670U,中国铁路设计集团有限公司,申请
CN116644572A,西南交通大学,申请
CN116744512A,安徽三联学院,申请
CN117336791A,中国联合网络通信集团有限公司,申请
CN117172454A,中铁四局集团第一工程有限公司,申请
CN117172454A,中铁四局集团有限公司,申请
CN116611007A,西南交通大学,申请
CN116611007A,山东高速工程建设集团有限公司,申请
CN116537648A,张勇,申请
CN220653578U,贵州新思维科技有限责任公司,申请
CN218187870U,晟蓝禾悦环境科技（山东）有限公司,申请
CN115837680A,山东科华电力技术有限公司,申请
CN117646457A,中铁十二局集团有限公司,申请
CN117646457A,中铁十二局集团第二工程有限公司,申请
CN116401873A,华东交通大学,申请
CN307803619S,维飒科技(西安)有限公司,申请
CN220248139U,广西路建工程集团有限公司,申请
CN219609216U,安徽数智建造研究院有限公司,申请
CN219570389U,中交基础设施养护集团宁夏工程有限公司,申请
CN219570389U,兰州理工大学,申请
CN117449898A,中铁隧道局集团有限公司,申请
CN117449898A,中铁隧道勘察设计研究院有限公司,申请
CN116516927A,西南交通大学,申请
CN117708065A,中铁四局集团第二工程有限公司,申请
CN117708065A,武汉大学,申请
CN117708065A,中铁四局集团有限公司,申请
CN116357400A,山东高速信息集团有限公司,申请
CN116597651A,东南大学,申请
CN117782863A,山东黄金矿业（莱州）有限公司焦家金矿,申请
CN217930310U,中铁大桥局集团有限公司,申请
CN217930310U,中铁大桥局集团第六工程有限公司,申请
CN116892888A,东北大学,申请
CN117213438A,新疆建筑科学研究院（有限责任公司）,申请
CN117746702A,广东华路交通科技有限公司,申请
WO2023272965A1,CASCO SIGNAL LTD,申请
CN217418546U,东莞市亮成电子有限公司,申请
CN117119008A,国网安徽省电力有限公司建设分公司,申请
CN217957373U,广西交通投资集团河池高速公路运营有限公司东兰分公司,申请
CN117216935A,云南省滇中引水工程建设管理局,申请
CN117216935A,山东大学,申请
CN219365979U,中铁工程装备集团隧道设备制造有限公司,申请
CN219365979U,中铁工程装备集团有限公司,申请
CN307581472S,智洋创新科技股份有限公司,申请
CN219176340U,山东方垠智能制造有限公司,申请
CN117471558A,中铁西南科学研究院有限公司,申请
CN116663405A,核工业赣州工程勘察设计集团有限公司,申请
CN116663405A,华东交通大学,申请
CN117593164A,绍兴市柯诸高速公路有限公司,申请
CN116160462A,浙江数智交院科技股份有限公司,申请
CN116628492A,西南交通大学,申请
WO2019200904A1,UNIV CHINA MINING,申请
CN117732814A,中建三局绿色产业投资有限公司,申请
CN116152009A,铁正检测科技有限公司,申请
CN116893264A,上海弈隐科技有限公司,申请
CN219029404U,宝鸡中车时代工程机械有限公司,申请
CN116591720A,四川工程职业技术学院,申请
CN117027923A,西南科技大学,申请
CN117440133A,湖北海创科技有限公司,申请
CN116307596A,卡斯柯信号有限公司,申请
CN116976498A,深圳市市政工程总公司,申请
CN117649738A,南京联迪信息系统股份有限公司,申请
CN219316968U,中铁十五局集团第五工程有限公司,申请
CN219316968U,中国铁路兰州局集团有限公司兰州工程建设指挥部,申请
CN116658206A,韶关市恒建智能工程有限公司,申请
CN117404853A,山西太忻滹沱河供水有限公司,申请
CN117404853A,山西省水利建筑工程局集团有限公司,申请
CN116118579A,西南交通大学,申请
CN117055518A,山东正晨科技股份有限公司,申请
CN220302143U,中铁四局集团第一工程有限公司,申请
CN220302143U,中铁四局集团有限公司,申请
CN117676983A,湖北交投科技发展有限公司,申请
WO2020047879A1,LIU CHUNMEI,申请
CN117387563A,河北电力工程监理有限公司,申请
CN117387563A,中冀建勘集团有限公司工程测量监测中心,申请
CN117387563A,国网河北省电力有限公司建设公司,申请
CN116935653A,山东高速信息集团有限公司,申请
CN117465490A,江苏格睿特管网工程有限公司,申请
CN218882230U,中传检测（广州）科技有限公司,申请
CN308172504S,中铁建申昊科技(上海)有限公司,申请
CN116734757A,于洪权,申请
CN116734757A,刘昊宁,申请
CN116734757A,温竣然,申请
CN116734757A,梁旭,申请
CN116734757A,陈曦昊,申请
WO2019232963A1,BEIJING RUITU TECH LTD,申请
WO2019148846A1,LIU CHUNMEI,申请
CN117350142A,广西大学,申请
CN117686650A,山东大学,申请
CN307748544S,珠海市深瑞智联科技有限公司,申请
CN116954661A,重庆赛力斯新能源汽车设计院有限公司,申请
CN116291676A,陕西交通控股集团有限公司,申请
CN116201595A,中国十七冶集团有限公司,申请
CN116484457A,西南交通大学,申请
CN115981219A,山东博安智能科技股份有限公司,申请
CN116485323A,中铁十一局集团第四工程有限公司,申请
CN116485323A,中铁十一局集团有限公司,申请
CN218941255U,山东双利电子工程有限公司,申请
CN219102752U,李云龙,申请
CN115952590A,华中科技大学,申请
CN219471073U,中铁开发投资集团有限公司,申请
CN219471073U,贵州省交通规划勘察设计研究院股份有限公司,申请
CN116558560A,国能宁夏供热有限公司,申请
CN218407300U,中交路桥建设有限公司,申请
CN218407300U,中交路桥南方工程有限公司,申请
CN218658134U,山东龙泰节能技术有限责任公司,申请
CN117527864A,广东南华工商职业学院,申请
CN117527864A,中兴协力（山东）数字科技集团有限公司,申请
CN117527864A,威海职业学院（威海市技术学院）,申请
CN219079981U,中铁开发投资集团有限公司,申请
CN219079981U,贵州省交通规划勘察设计研究院股份有限公司,申请
CN117211109A,中铁电气化局集团有限公司,申请
CN116291612A,中铁五局集团第一工程有限责任公司,申请
CN116291612A,中铁五局集团有限公司,申请
CN116291612A,湖南科技大学,申请
CN116291612A,南昌轨道交通集团有限公司,申请
CN116485225A,中国国家铁路集团有限公司,申请
CN116485225A,西南交通大学,申请
CN117681932A,北京交通大学,申请
CN116050689A,中南大学,申请
CN116172161A,豆黄金食品有限公司,申请
CN117556291A,西南交通大学,申请
CN218439398U,西南交通大学,申请
CN218439398U,中国建筑第五工程局有限公司,申请
CN218439398U,中建隧道建设有限公司,申请
CN218439398U,中国建设基础设施有限公司,申请
CN218439398U,云南省交通规划设计研究院有限公司,申请
CN217721212U,河南盖银信息技术有限公司,申请
CN115929407A,中铁七局集团武汉工程有限公司,申请
CN116462436A,苏州固韧纳米材料技术有限公司,申请
CN116741009A,浙江大学,申请
CN116901874A,重庆赛力斯新能源汽车设计院有限公司,申请
CN117648867A,中国铁建大桥工程局集团有限公司,申请
CN117685032A,重庆大宽科技发展有限公司,申请
CN217897941U,济南瑞源智能城市开发有限公司,申请
CN116277114A,苏州元仪达智能装备科技有限公司,申请
CN116952490A,西南交通大学,申请
CN117197586A,中南大学,申请
CN117197586A,河南省耿力工程设备有限公司,申请
CN116029042A,中建电子信息技术有限公司,申请
WO2021134597A1,HUAWEI TECH CO LTD,申请
CN218923642U,山西省交通运输安全应急保障技术中心（有限公司）,申请
CN116740663A,紫光路安科技有限公司,申请
CN116418630A,上海科技网络通信有限公司,申请
CN117145384A,湖北工程学院,申请
CN117237445A,山东铁路投资控股集团有限公司,申请
CN117237445A,山东大学,申请
CN220687341U,山东省路桥工程设计咨询有限公司,申请
CN220133982U,徐磊,申请
CN116206465A,云南省交通规划设计研究院有限公司,申请
CN116974918A,公安部交通管理科学研究所,申请
CN219551090U,辽宁英华纺织服饰集团有限公司,申请
CN116419568A,中国科学院微电子研究所,申请
WO2021212303A1,GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP LTD,申请
CN116823995A,福建工程学院,申请
WO2014121524A1,LIU YUN,申请
WO2014121524A1,LIU TRAVIS,申请
WO2014121524A1,LIU SHICHANG,申请
WO2018032659A1,JIANGSU TIANYI ULTRA FINE METAL POWDER CO LTD,申请
WO2023020606A1,SHANGHAI YUNDUN INFORMATION TECH CO LTD,申请
CN117709875A,浪潮云信息技术股份公司,申请
CN117527536A,国家电网有限公司,申请
CN117527536A,国网湖南省电力有限公司长沙供电分公司,申请
CN117527536A,国网湖南省电力有限公司,申请
CN218617532U,重庆华邦制药有限公司,申请
CN117789406A,南方电网调峰调频发电有限公司,申请
CN117789406A,南方电网调峰调频发电有限公司工程建设管理分公司,申请
CN117786794A,华中科技大学,申请
CN116030598A,大连理工大学,申请
CN117450487A,华荣科技股份有限公司,申请
CN307960153S,中国国家铁路集团有限公司,申请
CN307960153S,中国铁道科学研究院集团有限公司,申请
CN307960153S,北京经纬信息技术有限公司,申请
CN307960153S,中国铁道科学研究院集团有限公司电子计算技术研究所,申请
CN218496044U,中交第一航务工程局有限公司,申请
CN218496044U,中交天津港湾工程研究院有限公司,申请
CN218496044U,天津港湾工程质量检测中心有限公司,申请
CN116355685A,云南省林业和草原科学院,申请
CN116355685A,云南云上普瑞紫衣核桃产业开发有限责任公司,申请
CN220290307U,河南鑫合物联科技有限公司,申请
WO2021208515A1,UNIV SHANDONG,申请
CN117274705A,中煤江南建设发展集团有限公司,申请
CN217358622U,山东科华电力技术有限公司,申请
CN117344819A,徐工集团工程机械股份有限公司科技分公司,申请
CN117780438A,中铁十六局集团地铁工程有限公司,申请
CN117780438A,中铁十六局集团有限公司,申请
CN219366061U,中铁十一局集团有限公司,申请
CN219366061U,中铁十一局集团汉江重工有限公司,申请
CN307977464S,河南辉煌科技股份有限公司,申请
CN117501200A,戈兰·斯帕索夫斯基,申请
CN117774986A,中国测绘科学研究院,申请
CN116295230A,中国矿业大学,申请
CN117279071A,张晓宇,申请
CN117555032A,山东水总有限公司,申请
CN117387531A,中铁四局集团第二工程有限公司,申请
CN117387531A,武汉大学,申请
CN117387531A,中铁四局集团有限公司,申请
CN117671929A,中铁一局集团有限公司智能科技分公司,申请
CN117671929A,中铁一局集团有限公司,申请
CN117319709A,珠海大横琴科技发展有限公司,申请
CN116392753A,袁文强,申请
CN116340770A,中国铁道科学研究院集团有限公司,申请
CN116340770A,中国铁道科学研究院集团有限公司铁道建筑研究所,申请
WO2024001885A1,SANECHIPS TECH CO LTD,申请
CN217624042U,武汉理工大学,申请
CN117145509A,广东华路交通科技有限公司,申请
CN117406608A,中铁三局集团有限公司,申请
CN117675813A,中国船舶集团有限公司第七一一研究所,申请
CN219301425U,沈阳工业大学,申请
CN219301425U,辽宁省有色地质一〇一队有限责任公司,申请
CN116733518A,中国国家铁路集团有限公司,申请
CN116733518A,西南交通大学,申请
CN116733518A,川藏铁路有限公司,申请
CN219793783U,山东亿合达环保科技有限公司,申请
CN117328922A,中交第二公路勘察设计研究院有限公司,申请
CN117468941A,四川公路桥梁建设集团有限公司,申请
CN117468941A,四川省铁路建设有限公司,申请
CN219841423U,郑凯,申请
CN116048124A,北京思维实创科技有限公司,申请
CN116486025A,济南市勘察测绘研究院,申请
CN117786517A,成都建工第三建筑工程有限公司,申请
CN117425345A,北京超弦存储器研究院,申请
CN220111904U,惠州凯恩德精密工业有限公司,申请
CN116557074A,东北大学,申请
CN117619560A,亿茂环境科技股份有限公司,申请
CN117289652A,浙江工业大学,申请
CN117556687A,中交路桥建设有限公司,申请
CN117556687A,北京交通大学,申请
CN220203952U,中交中南工程局有限公司,申请
CN220203952U,长安大学,申请
CN117109575A,芜湖宏景电子股份有限公司,申请
CN116192901A,南京南瑞继保电气有限公司,申请
CN116192901A,南京南瑞继保工程技术有限公司,申请
CN219012694U,中铁十九局集团有限公司,申请
CN117425244A,扬州工业职业技术学院,申请
CN116566687A,象山电力实业有限公司,申请
CN116237110A,中铁四局集团物资工贸有限公司,申请
CN116237110A,中铁四局集团有限公司,申请
CN218481892U,广州市恒盛建设工程有限公司,申请
CN116756976A,山西省智慧交通研究院有限公司,申请
CN117112702A,苏交科集团股份有限公司,申请
CN116480420A,广西交科集团有限公司,申请
CN116493518A,中交第二航务工程局有限公司,申请
CN117318936A,安徽立卓智能电网科技有限公司,申请
WO2022262149A1,CHINA RAILWAY NO 9 GROUP ELECTRICAL ENG CO LTD,申请
CN117523919A,郑州思柘物联科技有限公司,申请
CN117523919A,盾构及掘进技术国家重点实验室,申请
CN220599821U,湖南五新隧道智能装备股份有限公司,申请
WO2020151023A1,UNIV NORTHEASTERN,申请
CN307610575S,浙江星宗新能源科技有限公司,申请
CN116975623A,西南交通大学,申请
CN116911115A,华南理工大学,申请
CN116760740A,南京景泓智垚电子科技有限公司,申请
CN117291086A,华南理工大学,申请
CN116258483A,交通运输部公路科学研究所,申请
CN1330785A,BEA系统公司,申请
CN218874272U,中铁九局集团第三建设有限公司,申请
CN218874272U,中铁九局集团有限公司,申请
CN116740174A,苏州工业园区测绘地理信息有限公司,申请
CN117350587A,中誉设计有限公司深圳分公司,申请
CN117350587A,深圳技术大学,申请
